"Sample_ID","Year","AEZ","State","Lat","Long","B1","B2","G1","G2","afl_max","afl_mean","afl_median","n_samples","other_coordinates_in_grid","other_aflatoxins_in_grid","Location_Type","Source"
"DT1578M",2012,"HF","Delta",6.2213,6.3013,1.32,0,0,0,12.5,6.82,7.95,5,"DT1583M: 6.221, 6.301; DT1585M: 6.221, 6.301; DT1592M: 6.221, 6.301; DT1594M: 6.221, 6.301","DT1583M: B1=1.26,B2=2.08,G1=0,G2=0; DT1585M: B1=5.26,B2=1.92,G1=0.9,G2=0.91; DT1592M: B1=0.68,B2=4.65,G1=1.55,G2=1.07; DT1594M: B1=4,B2=3.52,G1=3.61,G2=1.37","","NAFDAC Market Survey Sample 2012"
"DT1586M",2012,"HF","Delta",6.1562,6.4503,7.68,7.21,1.4,0.65,16.94,9.44333333333333,5.89,3,"DT1587M: 6.156, 6.45; DT1595M: 6.156, 6.45","DT1587M: B1=2.31,B2=1.78,G1=1.14,G2=0.66; DT1595M: B1=4.3,B2=1.2,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"AN1347M",2012,"HF","Anambra",6.1624,6.8029,4.97,3.56,2.76,0.98,13.36,10.3466666666667,12.27,3,"AN1351M: 6.162, 6.803; AN1358M: 6.162, 6.803","AN1351M: B1=5.41,B2=0,G1=0,G2=0; AN1358M: B1=10.39,B2=2.97,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"AN1349M",2012,"HF","Anambra",6.2246,6.8887,29.85,7.23,0,0,37.08,15.1433333333333,4.42,3,"AN1357M: 6.225, 6.889; AN1360M: 6.225, 6.889","AN1357M: B1=3.61,B2=0.81,G1=0,G2=0; AN1360M: B1=1.99,B2=1.94,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"AN1348M",2012,"HF","Anambra",6.201,6.9786,2.81,3.26,0,0,11.14,5.73666666666667,6.07,3,"AN1352M: 6.201, 6.979; AN1355M: 6.201, 6.979","AN1352M: B1=7.57,B2=3.57,G1=0,G2=0; AN1355M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"AN1288M",2012,"HF","Anambra",6.2116,7.0714,0,0,0,0,4.99,0.831666666666667,0,6,"AN1291M: 6.212, 7.071; AN1292M: 6.212, 7.071; AN1297M: 6.212, 7.071; AN1302M: 6.212, 7.071; AN1309M: 6.212, 7.071","AN1291M: B1=0,B2=0,G1=0,G2=0; AN1292M: B1=0,B2=0,G1=0,G2=0; AN1297M: B1=2.04,B2=2.95,G1=0,G2=0; AN1302M: B1=0,B2=0,G1=0,G2=0; AN1309M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"OD183M",2012,"HF","Ondo",6.2585,4.7692,15.64,3.85,7.78,1.76,29.03,10.3033333333333,1.88,3,"OD209M: 6.258, 4.769; OD220M: 6.258, 4.769","OD209M: B1=1.88,B2=0,G1=0,G2=0; OD220M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"AN1287M",2012,"HF","Anambra",6.262777778,6.813888889,0,0,0,0,4.04,1.34666666666667,0,3,"AN1289M: 6.263, 6.814; AN1306M: 6.263, 6.814","AN1289M: B1=0,B2=0,G1=0,G2=0; AN1306M: B1=1.88,B2=2.16,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"AN1295M",2012,"HF","Anambra",6.2636,7.1252,0,0,0,0,6.08,1.615,0,6,"AN1296M: 6.264, 7.125; AN1298M: 6.264, 7.125; AN1301M: 6.264, 7.125; AN1303M: 6.264, 7.125; AN1315M: 6.264, 7.125","AN1296M: B1=0,B2=0,G1=0,G2=0; AN1298M: B1=2.69,B2=1.17,G1=2.22,G2=0; AN1301M: B1=1.61,B2=2,G1=0,G2=0; AN1303M: B1=0,B2=0,G1=0,G2=0; AN1315M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"EN1398M",2012,"HF","Enugu",6.2537,7.2734,17.27,2.37,5.82,0,34.51,19.99,25.46,3,"EN1399M: 6.254, 7.273; EN1416M: 6.254, 7.273","EN1399M: B1=0,B2=0,G1=0,G2=0; EN1416M: B1=8.96,B2=20.61,G1=3.39,G2=1.55","","NAFDAC Market Survey Sample 2012"
"EN1377M",2012,"DS","Enugu",6.3089,7.6548,0.82,0.89,21.4,2.94,26.05,10.44,4.25,3,"EN1388M: 6.309, 7.655; EN1415M: 6.309, 7.655","EN1388M: B1=1.02,B2=0,G1=0,G2=0; EN1415M: B1=1.32,B2=2.93,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"ED1476M",2012,"HF","Edo",6.3671,5.5722,6.01,0.99,0,0,7,3.28,2.84,3,"ED1480M: 6.367, 5.572; ED1503M: 6.367, 5.572","ED1480M: B1=0.67,B2=2.17,G1=0,G2=0; ED1503M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"EN1413M",2012,"DS","Enugu",6.3846,7.2914,7.9,0.85,0,0,8.75,5.04666666666667,3.56,3,"EN1418M: 6.385, 7.291; EN1420M: 6.385, 7.291","EN1418M: B1=2.77,B2=0.79,G1=0,G2=0; EN1420M: B1=1.67,B2=1.16,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"EN1400M",2012,"DS","Enugu",6.3849,7.5139,16.82,5.12,11.67,0,33.61,8.97333333333333,5.27,6,"EN1402M: 6.385, 7.514; EN1403M: 6.385, 7.514; EN1408M: 6.332, 7.503; EN1410M: 6.332, 7.503; EN1421M: 6.332, 7.503","EN1402M: B1=1.06,B2=1.11,G1=2.33,G2=0; EN1403M: B1=1.3,B2=4.74,G1=0,G2=0; EN1408M: B1=3.56,B2=2.67,G1=3.46,G2=0; EN1410M: B1=0,B2=0,G1=0,G2=0; EN1421M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"LA299M",2012,"DS","Lagos",6.4183,2.8901,1.45,2.18,0,0,9.8,4.47666666666667,3.63,3,"LA301M: 6.418, 2.89; LA302M: 6.418, 2.89","LA301M: B1=1.96,B2=2.06,G1=1.02,G2=4.76; LA302M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"LA274M",2012,"DS","Lagos",6.4555,3.3339,0,0,0,0,0,0,0,3,"LA275M: 6.455, 3.334; LA276M: 6.455, 3.334","LA275M: B1=0,B2=0,G1=0,G2=0; LA276M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"LA300M",2012,"DS","Lagos",6.4549,3.4246,0,0,0,0,8.75,2.91666666666667,0,3,"LA303M: 6.455, 3.425; LA314M: 6.455, 3.425","LA303M: B1=5.01,B2=3.74,G1=0,G2=0; LA314M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"LA308M",2012,"DS","Lagos",6.459,3.6015,0,0,0,0,0,0,0,3,"LA310M: 6.459, 3.602; LA312M: 6.459, 3.602","LA310M: B1=0,B2=0,G1=0,G2=0; LA312M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"LA271M",2012,"HF","Lagos",6.4569,3.8859,1.96,1.39,0,0,3.35,1.11666666666667,0,3,"LA272M: 6.457, 3.886; LA273M: 6.457, 3.886","LA272M: B1=0,B2=0,G1=0,G2=0; LA273M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"LA307M",2012,"HF","Edo",6.4579,6.4579,0,0,0,0,16.06,8.99333333333333,10.92,3,"LA313M: 6.458, 6.458; LA315M: 6.458, 6.458","LA313M: B1=4.75,B2=9.81,G1=1.5,G2=0; LA315M: B1=2.68,B2=8.24,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"DT1561M",2012,"HF","Delta",6.4077,6.6211,81.48,1.49,4.8,0.43,88.2,33.24,7.47,3,"DT1579M: 6.408, 6.621; DT1580M: 6.408, 6.621","DT1579M: B1=2.58,B2=1.27,G1=3.62,G2=0; DT1580M: B1=0.8,B2=0,G1=0.85,G2=2.4","","NAFDAC Market Survey Sample 2012"
"EN1381M",2012,"DS","Enugu",6.4483,7.5139,2.05,1.23,17.51,0.5,25.47,8.16428571428571,0,7,"EN1389M: 6.448, 7.514; EN1390M: 6.448, 7.514; EN1394M: 6.448, 7.514; EN1405M: 6.448, 7.514; EN1417M: 6.448, 7.514; EN1419M: 6.448, 7.514","EN1389M: B1=0,B2=0,G1=0,G2=0; EN1390M: B1=6.83,B2=1.64,G1=15.29,G2=1.71; EN1394M: B1=0,B2=0,G1=0,G2=0; EN1405M: B1=0,B2=0,G1=0,G2=0; EN1417M: B1=2.44,B2=1.15,G1=5.73,G2=1.07; EN1419M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"LA289M",2012,"DS","Lagos",6.5355,3.3087,8.92,2.54,1.72,0.55,13.73,10.3933333333333,8.9,3,"LA296M: 6.536, 3.309; LA297M: 6.536, 3.309","LA296M: B1=6.57,B2=2.33,G1=0,G2=0; LA297M: B1=5.72,B2=2.83,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"LA290M",2012,"DS","Lagos",6.5392,3.3842,7.76,2.48,0,0,18.24,9.43416666666667,11.12,12,"LA291M: 6.539, 3.384; LA292M: 6.539, 3.384; LA293M: 6.498, 3.349; LA294M: 6.498, 3.349; LA295M: 6.498, 3.349; LA298M: 6.535, 3.349; LA304M: 6.506, 3.378; LA305M: 6.535, 3.349; LA306M: 6.535, 3.349; LA309M: 6.506, 3.378; LA311M: 6.506, 3.378","LA291M: B1=0,B2=0,G1=0,G2=0; LA292M: B1=5.27,B2=8.27,G1=2.96,G2=0; LA293M: B1=5.82,B2=12.42,G1=0,G2=0; LA294M: B1=10.44,B2=1.56,G1=0,G2=0; LA295M: B1=10.02,B2=2.49,G1=0,G2=0; LA298M: B1=1.23,B2=2.12,G1=0,G2=0; LA304M: B1=3.72,B2=3.31,G1=0,G2=0; LA305M: B1=10.6,B2=3.04,G1=0,G2=0; LA306M: B1=10.58,B2=2.11,G1=0,G2=0; LA309M: B1=0,B2=0,G1=0,G2=0; LA311M: B1=3.96,B2=3.05,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"OD182M",2012,"HF","Ondo",6.504,4.7707,11.79,5.78,0,0,17.57,11.2333333333333,8.23,3,"OD195M: 6.504, 4.771; OD225M: 6.504, 4.771","OD195M: B1=1.7,B2=6.2,G1=0,G2=0; OD225M: B1=4.15,B2=4.08,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"OD192M",2012,"HF","Ondo",6.4883,4.8702,0,0,0,0,45.15,19.58,13.59,3,"OD202M: 6.488, 4.87; OD210M: 6.488, 4.87","OD202M: B1=13.59,B2=0,G1=0,G2=0; OD210M: B1=35.69,B2=5.65,G1=3.37,G2=0.44","","NAFDAC Market Survey Sample 2012"
"ED1477M",2012,"HF","Edo",6.5047,5.6037,2.32,1.03,0,0,3.35,1.11666666666667,0,3,"ED1478M: 6.505, 5.604; ED1481M: 6.505, 5.604","ED1478M: B1=0,B2=0,G1=0,G2=0; ED1481M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"EN1383M",2012,"DS","Enugu",6.4818,7.3949,2.85,0.86,1.27,0,4.98,1.66,0,3,"EN1391M: 6.482, 7.395; EN1409M: 6.482, 7.395","EN1391M: B1=0,B2=0,G1=0,G2=0; EN1409M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"LA277M",2012,"DS","Lagos",6.618,3.3209,0,0,0,0,22.54,6.27833333333333,4.24,6,"LA278M: 6.618, 3.321; LA279M: 6.618, 3.321; LA283M: 6.574, 3.257; LA284M: 6.574, 3.257; LA288M: 6.574, 3.257","LA278M: B1=0,B2=0,G1=0,G2=0; LA279M: B1=1.85,B2=3.15,G1=0,G2=0; LA283M: B1=2.25,B2=2.61,G1=1.25,G2=0.54; LA284M: B1=13.39,B2=3.88,G1=4.77,G2=0.5; LA288M: B1=1.67,B2=1.81,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"LA280M",2012,"DS","Lagos",6.5777,3.3885,0,0,0,0,14.5,4.69333333333333,0,6,"LA281M: 6.578, 3.389; LA282M: 6.578, 3.389; LA285M: 6.602, 3.352; LA286M: 6.602, 3.352; LA287M: 6.602, 3.352","LA281M: B1=0,B2=0,G1=0,G2=0; LA282M: B1=0,B2=0,G1=0,G2=0; LA285M: B1=0,B2=0,G1=0,G2=0; LA286M: B1=12.28,B2=2.22,G1=0,G2=0; LA287M: B1=3.7,B2=3.2,G1=0.59,G2=6.17","","NAFDAC Market Survey Sample 2012"
"ED1485M",2012,"HF","Edo",6.5888,6.2389,0.92,1.82,21.4,0,24.14,9.98666666666667,5.82,3,"ED1486M: 6.589, 6.239; ED1492M: 6.589, 6.239","ED1486M: B1=1.94,B2=1.75,G1=2.13,G2=0; ED1492M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"ED1472M",2012,"DS","Edo",6.6214,6.493,0.67,0,0,0,32.43,12.1733333333333,3.42,3,"ED1500M: 6.621, 6.493; ED1504M: 6.621, 6.493","ED1500M: B1=1.68,B2=1.74,G1=0,G2=0; ED1504M: B1=15.91,B2=3.35,G1=12.56,G2=0.61","","NAFDAC Market Survey Sample 2012"
"ED1484M",2012,"HF","Edo",6.6899,6.1315,1.36,0,2,1.1,4.46,2.23333333333333,2.24,3,"ED1489M: 6.69, 6.132; ED1498M: 6.69, 6.132","ED1489M: B1=0,B2=0,G1=0,G2=0; ED1498M: B1=2.24,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"ED1475M",2012,"DS","Edo",6.6888,6.2164,4.71,1.76,0,0,47,26.57,26.24,3,"ED1499M: 6.689, 6.216; ED1506M: 6.689, 6.216","ED1499M: B1=3.11,B2=32.79,G1=6.87,G2=4.23; ED1506M: B1=2.85,B2=0,G1=20.34,G2=3.05","","NAFDAC Market Survey Sample 2012"
"EN1378M",2012,"DS","Enugu",6.6722,7.4165,0,0,0,0,28.86,9.62,0,3,"EN1385M: 6.672, 7.416; EN1395M: 6.672, 7.416","EN1385M: B1=0,B2=0,G1=0,G2=0; EN1395M: B1=10.99,B2=1.61,G1=7.32,G2=8.94","","NAFDAC Market Survey Sample 2012"
"OD201M",2012,"HF","Ondo",6.7947,4.8676,3.68,6.03,0,0,69.65,27.41,9.71,3,"OD204M: 6.795, 4.868; OD215M: 6.795, 4.868","OD204M: B1=43.53,B2=5.44,G1=17.39,G2=3.29; OD215M: B1=1.6,B2=1.27,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"ED1493M",2012,"DS","Edo",6.7297,6.3439,2.51,0.74,0,0,11.03,7.14,7.14,2,"ED1497M: 6.73, 6.344","ED1497M: B1=4.12,B2=6.91,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"BN484M",2012,"DS","Benue",6.7835,9.0695,7.62,3.76,0,0,13.95,10.0066666666667,11.38,3,"BN486M: 6.784, 9.069; BN495M: 6.784, 9.069","BN486M: B1=4.69,B2=0,G1=0,G2=0; BN495M: B1=5.79,B2=4.02,G1=4.14,G2=0","","NAFDAC Market Survey Sample 2012"
"KG544M",2012,"DS","Kogi",6.8302,6.7922,310.33,36.5,0,0,346.83,119.316666666667,11.12,3,"KG555M: 6.83, 6.792; KG584M: 6.83, 6.792","KG555M: B1=7.88,B2=3.24,G1=0,G2=0; KG584M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"EN1411M",2012,"DS","Enugu",6.8429,7.3733,1.44,1.37,0,0,10.99,6.9,6.9,2,"EN1412M: 6.843, 7.373","EN1412M: B1=9.67,B2=1.32,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"EN1379M",2012,"DS","Enugu",6.8828,7.5464,0,0,0,0,6.71,3.02,2.35,3,"EN1387M: 6.883, 7.546; EN1406M: 6.883, 7.546","EN1387M: B1=1.42,B2=0.93,G1=0,G2=0; EN1406M: B1=5.38,B2=1.33,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"BN463M",2012,"DS","Benue",6.8398,8.415,8.35,2.44,0,0,10.79,6.44,6.44,2,"BN466M: 6.84, 8.415","BN466M: B1=2.09,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"ED1488M",2012,"DS","Edo",6.9279,5.8565,9.73,1.73,0,0,11.46,4.76,2.82,3,"ED1491M: 6.928, 5.856; ED1502M: 6.928, 5.856","ED1491M: B1=2.82,B2=0,G1=0,G2=0; ED1502M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"EN1380M",2012,"DS","Enugu",6.9386,7.3841,0,0,0,0,25.35,9.38333333333333,2.8,3,"EN1392M: 6.939, 7.384; EN1396M: 6.939, 7.384","EN1392M: B1=15.43,B2=9.92,G1=0,G2=0; EN1396M: B1=2.8,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"BN480M",2012,"DS","Benue",6.8907,8.3527,2.9,2.5,0,0,5.4,5.4,5.4,1,NA,NA,"","NAFDAC Market Survey Sample 2012"
"BN451M",2012,"DS","Benue",6.947,9.255,0,0,0,0,0,0,0,3,"BN453M: 6.947, 9.255; BN464M: 6.947, 9.255","BN453M: B1=0,B2=0,G1=0,G2=0; BN464M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"BN473M",2012,"DS","Benue",6.9126,9.4562,101.65,17.56,1.16,4.15,124.52,46.5,14.98,3,"BN478M: 6.913, 9.456; BN490M: 6.913, 9.456","BN478M: B1=4.64,B2=3.44,G1=2.01,G2=4.89; BN490M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"OD189M",2012,"HF","Ondo",7.0257,4.7692,0,0,0,0,20.95,10.3466666666667,10.09,3,"OD191M: 7.026, 4.769; OD194M: 7.026, 4.769","OD191M: B1=3.86,B2=3.76,G1=1.36,G2=1.11; OD194M: B1=8.39,B2=9.92,G1=1.71,G2=0.93","","NAFDAC Market Survey Sample 2012"
"OD190M",2012,"DS","Ondo",7.0155,5.6879,0,0,0,0,11.09,5.21,4.54,3,"OD203M: 7.016, 5.688; OD208M: 7.016, 5.688","OD203M: B1=2.91,B2=1.63,G1=0,G2=0; OD208M: B1=2.72,B2=8.37,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"ED1490M",2012,"DS","Edo",7.008,6.2801,0,0,0,0,18.92,6.30666666666667,0,3,"ED1494M: 7.008, 6.28; ED1505M: 7.008, 6.28","ED1494M: B1=9.79,B2=1.87,G1=4.24,G2=3.02; ED1505M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"ED1473M",2012,"DS","Edo",7.0057,6.4503,2.45,1.37,0,0,3.82,2.22333333333333,2.85,3,"ED1508M: 7.006, 6.45; ED1510M: 7.006, 6.45","ED1508M: B1=1.3,B2=1.55,G1=0,G2=0; ED1510M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"EN1386M",2012,"DS","Enugu",6.9904,7.4814,0,0,0,0,11.53,3.84333333333333,0,3,"EN1393M: 6.99, 7.481; EN1404M: 6.99, 7.481","EN1393M: B1=9.99,B2=1.54,G1=0,G2=0; EN1404M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"OD187M",2012,"HF","Ondo",7.0881,4.9559,7.56,30.28,0,0,37.84,12.6133333333333,0,3,"OD188M: 7.088, 4.956; OD216M: 7.088, 4.956","OD188M: B1=0,B2=0,G1=0,G2=0; OD216M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KG552M",2012,"DS","Kogi",7.1138,6.744,6.06,2.16,3.67,0,11.89,7.71333333333333,7.16,3,"KG563M: 7.114, 6.744; KG566M: 7.114, 6.744","KG563M: B1=5.12,B2=2.04,G1=0,G2=0; KG566M: B1=0.78,B2=3.31,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KG551M",2012,"DS","Kogi",7.0825,7.0498,42.94,14.01,3.84,1.13,61.92,22.5533333333333,5.74,3,"KG558M: 7.082, 7.05; KG569M: 7.082, 7.05","KG558M: B1=4.01,B2=1.73,G1=0,G2=0; KG569M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"BN465M",2012,"DS","Benue",7.0701,7.8286,4.76,2.31,3.43,0,10.5,5.79,6.87,3,"BN489M: 7.07, 7.829; BN492M: 7.07, 7.829","BN489M: B1=6.87,B2=0,G1=0,G2=0; BN492M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"OD197M",2012,"DS","Ondo",7.1989,5.5932,4.31,2.08,0,0,12.6,10.0066666666667,11.03,3,"OD200M: 7.199, 5.593; OD221M: 7.199, 5.593","OD200M: B1=9.01,B2=0,G1=1.94,G2=1.65; OD221M: B1=9.66,B2=1.37,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"BN462M",2012,"DS","Benue",7.1909,8.1323,4.36,2.05,3.78,0,33.89,15.8533333333333,10.19,3,"BN470M: 7.191, 8.132; BN472M: 7.191, 8.132","BN470M: B1=26.66,B2=2.01,G1=2.81,G2=2.41; BN472M: B1=1.69,B2=1.79,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"BN457M",2012,"DS","Benue",7.1658,9.2841,0,0,0,0,14.32,4.77333333333333,0,3,"BN461M: 7.166, 9.284; BN468M: 7.166, 9.284","BN461M: B1=0,B2=0,G1=0,G2=0; BN468M: B1=4.44,B2=9.88,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"OD184M",2012,"HF","Osun",7.2825,4.8521,3.24,3.13,0,0,18.26,8.21,6.37,3,"OD185M: 7.282, 4.852; OD186M: 7.282, 4.852","OD185M: B1=0,B2=0,G1=0,G2=0; OD186M: B1=11.75,B2=3.99,G1=1.17,G2=1.35","","NAFDAC Market Survey Sample 2012"
"OD181M",2012,"HF","Ondo",7.2146,5.1641,2.9,3.07,3.36,2.73,12.06,5.39,4.75,4,"OD193M: 7.215, 5.164; OD222M: 7.215, 5.164; OD224M: 7.215, 5.164","OD193M: B1=6.7,B2=2.8,G1=0,G2=0; OD222M: B1=0,B2=0,G1=0,G2=0; OD224M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"OD199M",2012,"DS","Ondo",7.2779,5.2684,2.76,7.72,0,0,10.48,3.49333333333333,0,3,"OD214M: 7.278, 5.268; OD217M: 7.278, 5.268","OD214M: B1=0,B2=0,G1=0,G2=0; OD217M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"ED1467M",2012,"DS","Edo",7.2627,6.4503,10.13,2.14,10.68,1.31,24.26,21.5133333333333,24.04,3,"ED1471M: 7.263, 6.45; ED1487M: 7.263, 6.45","ED1471M: B1=19.18,B2=3.16,G1=1.7,G2=0; ED1487M: B1=14.1,B2=2.14,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"BN477M",2012,"DS","Kogi",7.25,7.646111111,0,0,0,0,33.83,11.2766666666667,0,3,"BN485M: 7.25, 7.646; BN488M: 7.25, 7.646","BN485M: B1=0,B2=0,G1=0,G2=0; BN488M: B1=29.9,B2=0,G1=3.93,G2=0","","NAFDAC Market Survey Sample 2012"
"BN452M",2012,"DS","Benue",7.2396,7.9157,0,0,0,0,317.12,108.556666666667,8.55,3,"BN459M: 7.24, 7.916; BN474M: 7.24, 7.916","BN459M: B1=248.22,B2=42.02,G1=21.28,G2=5.6; BN474M: B1=8.55,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"OY107M",2012,"DS","Oyo",7.3458,3.8757,4.02,1.89,1.38,1.27,26.69,13.4233333333333,8.56,3,"OY108M: 7.346, 3.876; OY109M: 7.346, 3.876","OY108M: B1=3.28,B2=1.74,G1=0,G2=0; OY109M: B1=4.65,B2=17.03,G1=3.93,G2=1.08","","NAFDAC Market Survey Sample 2012"
"ED1468M",2012,"DS","Edo",7.3533,6.1103,0,0,0,0,26.7,10.39,7.43,4,"ED1469M: 7.353, 6.11; ED1470M: 7.353, 6.11; ED1483M: 7.353, 6.11","ED1469M: B1=12.32,B2=2.54,G1=0,G2=0; ED1470M: B1=14.81,B2=11.89,G1=0,G2=0; ED1483M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KG559M",2012,"DS","Kogi",7.3396,7.0498,20.94,3.99,32.31,4.96,62.2,22.86,6.38,3,"KG560M: 7.34, 7.05; KG581M: 7.34, 7.05","KG560M: B1=0.96,B2=5.42,G1=0,G2=0; KG581M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"BN454M",2012,"DS","Benue",7.3368,9.0018,0,0,0,0,6.39,2.13,0,3,"BN455M: 7.337, 9.002; BN458M: 7.337, 9.002","BN455M: B1=0,B2=0,G1=0,G2=0; BN458M: B1=3.76,B2=2.63,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"OY103M",2012,"DS","Oyo",7.4048,3.2383,3.25,1.44,0,0,15.43,10.01,9.91,3,"OY95M: 7.405, 3.238; OY97M: 7.405, 3.238","OY95M: B1=7.89,B2=2.02,G1=0,G2=0; OY97M: B1=15.43,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"OY115M",2012,"DS","Oyo",7.3796,3.9675,4.04,0,13.05,0.99,18.08,8.78666666666667,6.58,6,"OY116M: 7.38, 3.967; OY117M: 7.38, 3.967; OY126M: 7.41, 3.917; OY134M: 7.41, 3.917; OY135M: 7.41, 3.917","OY116M: B1=3.59,B2=0,G1=0.63,G2=1.04; OY117M: B1=4.86,B2=0,G1=0,G2=0; OY126M: B1=1.88,B2=4.1,G1=0.98,G2=0.94; OY134M: B1=1.14,B2=2.62,G1=0,G2=0; OY135M: B1=2.01,B2=4.09,G1=1.01,G2=5.75","","NAFDAC Market Survey Sample 2012"
"OD198M",2012,"DS","Ondo",7.3877,5.0807,0,0,0,0,5.97,1.99,0,3,"OD205M: 7.388, 5.081; OD223M: 7.388, 5.081","OD205M: B1=0,B2=0,G1=0,G2=0; OD223M: B1=1.87,B2=4.1,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"OD207M",2012,"DS","Ondo",7.3807,5.6668,4.28,0,0,0,54.12,20.16,4.28,3,"OD212M: 7.381, 5.667; OD219M: 7.381, 5.667","OD212M: B1=41.94,B2=4.94,G1=5.67,G2=1.57; OD219M: B1=1.32,B2=0.76,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"OD211M",2012,"DS","Ondo",7.4204,5.9198,38.41,4.49,0,0,42.9,42.9,42.9,1,NA,NA,"","NAFDAC Market Survey Sample 2012"
"BN471M",2012,"DS","Benue",7.445,8.3965,209.23,30.06,4.69,3.99,247.97,86.1833333333333,10.58,3,"BN476M: 7.445, 8.396; BN494M: 7.445, 8.396","BN476M: B1=0,B2=0,G1=0,G2=0; BN494M: B1=4.43,B2=1.65,G1=4.5,G2=0","","NAFDAC Market Survey Sample 2012"
"OY131M",2012,"DS","Oyo",7.5077,3.7194,3.1,0,1.66,2.35,9.42,7.43333333333333,7.11,3,"OY132M: 7.508, 3.719; OY133M: 7.508, 3.719","OY132M: B1=3.27,B2=0,G1=1.57,G2=0.93; OY133M: B1=9.42,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KG554M",2012,"DS","Kogi",7.471,6.1633,11.66,0,0,0,11.66,5.84,5.86,3,"KG574M: 7.471, 6.163; KG580M: 7.471, 6.163","KG574M: B1=0,B2=0,G1=0,G2=0; KG580M: B1=3.01,B2=2.85,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
