"Sample_ID","Year","AEZ","State","Lat","Long","B1","B2","G1","G2","afl_max","afl_mean","afl_median","n_samples","other_coordinates_in_grid","other_aflatoxins_in_grid","Location_Type","Source"
"NG645M",2012,"SGS","Niger",10.113,6.1527,4.87,3.22,0,0,17.35,12.9933333333333,13.54,3,"NG657M: 10.113, 6.153; NG668M: 10.113, 6.153","NG657M: B1=8.39,B2=8.96,G1=0,G2=0; NG668M: B1=1.72,B2=10.13,G1=1.69,G2=0","","NAFDAC Market Survey Sample 2012"
"BA1107M",2012,"MA","Bauchi",10.0596,9.0709,0,0,0,0,0,0,0,3,"BA1111M: 10.06, 9.071; BA1120M: 10.06, 9.071","BA1111M: B1=0,B2=0,G1=0,G2=0; BA1120M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"GM1000M",2012,"NGS","Gombe",10.2791,11.1731,0,0,0,0,24.04,6.17833333333333,3.23,6,"GM1008M: 10.279, 11.173; GM1011M: 10.279, 11.173; GM983M: 10.279, 11.173; GM985M: 10.279, 11.173; GM988M: 10.279, 11.173","GM1008M: B1=16.75,B2=2.12,G1=1.5,G2=3.67; GM1011M: B1=0.8,B2=1.52,G1=0,G2=0; GM983M: B1=0,B2=0,G1=0,G2=0; GM985M: B1=5.25,B2=1.32,G1=0,G2=0; GM988M: B1=1.1,B2=3.04,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"GM984M",2012,"SS","Gombe",10.2794,11.4793,0,0,0,0,2.66,1.68666666666667,2.4,3,"GM993M: 10.279, 11.479; GM998M: 10.279, 11.479","GM993M: B1=1.54,B2=0.86,G1=0,G2=0; GM998M: B1=1.65,B2=1.01,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KD832M",2012,"SGS","Kaduna",10.2697,7.1101,10.31,7.31,2.23,0.74,20.59,10.3033333333333,10.32,3,"KD843M: 10.27, 7.11; KD848M: 10.27, 7.11","KD843M: B1=1.95,B2=8.37,G1=0,G2=0; KD848M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"NG633M",2012,"SGS","Niger",10.3116,4.9767,12.19,5.41,2.33,0,19.93,12.6766666666667,18.1,3,"NG663M: 10.312, 4.977; NG672M: 10.312, 4.977","NG663M: B1=2.24,B2=13.52,G1=1.34,G2=1; NG672M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KD812M",2012,"SGS","Kaduna",10.3243,7.6833,3.41,1.47,0,0,11.62,5.5,4.88,3,"KD838M: 10.324, 7.683; KD846M: 10.324, 7.683","KD838M: B1=0,B2=0,G1=0,G2=0; KD846M: B1=4.91,B2=2.45,G1=2.89,G2=1.37","","NAFDAC Market Survey Sample 2012"
"BA1114M",2012,"NGS","Bauchi",10.306,9.8404,0,0,0,0,7.06,4.51,6.47,3,"BA1125M: 10.306, 9.84; BA1129M: 10.306, 9.84","BA1125M: B1=3.66,B2=2.81,G1=0,G2=0; BA1129M: B1=2.24,B2=1.89,G1=2.93,G2=0","","NAFDAC Market Survey Sample 2012"
"GM1005M",2012,"SS","Gombe",10.4019,11.1391,0.71,1.31,7.93,0.59,10.54,4.75333333333333,3.72,3,"GM1007M: 10.402, 11.139; GM992M: 10.402, 11.139","GM1007M: B1=0,B2=0,G1=0,G2=0; GM992M: B1=2.33,B2=1.39,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"NG632M",2012,"SGS","Niger",10.4071,5.4699,3.53,5.6,0,0,17.88,11.13,9.13,3,"NG662M: 10.407, 5.47; NG666M: 10.407, 5.47","NG662M: B1=2.03,B2=2.59,G1=1.76,G2=0; NG666M: B1=2.05,B2=5.21,G1=1.75,G2=8.87","","NAFDAC Market Survey Sample 2012"
"KD813M",2012,"NGS","Kaduna",10.5036,7.4337,0.93,1.57,0,0,35.3,12.8166666666667,6.785,6,"KD814M: 10.504, 7.434; KD817M: 10.463, 7.414; KD820M: 10.504, 7.434; KD822M: 10.463, 7.414; KD836M: 10.463, 7.414","KD814M: B1=15.55,B2=2.26,G1=14.28,G2=3.21; KD817M: B1=2.25,B2=0.63,G1=2.28,G2=0.59; KD820M: B1=4.03,B2=1.64,G1=2.15,G2=0; KD822M: B1=4.97,B2=2.13,G1=17.33,G2=1.1; KD836M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KD850M",2012,"NGS","Kaduna",10.5432,7.449,8.37,1.94,4.63,0,14.94,7.47,7.47,2,"KD851M: 10.543, 7.449","KD851M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"BR1202M",2012,"SS","Borno",10.6117,12.1919,1.07,1.79,0.92,0,3.78,1.26,0,3,"BR1236M: 10.612, 12.192; BR1240M: 10.612, 12.192","BR1236M: B1=0,B2=0,G1=0,G2=0; BR1240M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"BR1199M",2012,"SS","Borno",10.6563,13.1279,0,0,0,0,0,0,0,3,"BR1211M: 10.656, 13.128; BR1238M: 10.656, 13.128","BR1211M: B1=0,B2=0,G1=0,G2=0; BR1238M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"GM1002M",2012,"SS","Gombe",10.7252,11.3885,4.7,0,2.16,4.72,13.59,9.90666666666667,11.58,3,"GM1004M: 10.725, 11.389; GM982M: 10.725, 11.389","GM1004M: B1=0.76,B2=3.3,G1=9.53,G2=0; GM982M: B1=2.34,B2=2.21,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"BA1122M",2012,"SS","Bauchi",10.729,9.9912,0,0,0,0,21.13,7.04333333333333,0,3,"BA1128M: 10.729, 9.991; BA1151M: 10.729, 9.991","BA1128M: B1=0,B2=0,G1=0,G2=0; BA1151M: B1=3.14,B2=4.25,G1=11.49,G2=2.25","","NAFDAC Market Survey Sample 2012"
"GM1006M",2012,"SS","Gombe",10.823,10.7733,1.46,1.98,0,0,17.63,7.02333333333333,3.44,3,"GM987M: 10.823, 10.773; GM989M: 10.823, 10.773","GM987M: B1=1.3,B2=3.71,G1=11.12,G2=1.5; GM989M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KD842M",2012,"NGS","Kaduna",10.8,7.72,0,0,0,0,0,0,0,1,NA,NA,"","NAFDAC Market Survey Sample 2012"
"KN152",2012,"NGS","Kano",10.8125,8.7041,10.35,4.47,3.27,3.32,23.61,10.1966666666667,6.29,9,"KN482: 10.812, 8.704; KN600: 10.812, 8.704; KN601: 10.812, 8.704; KN602: 10.812, 8.704; KN603: 10.812, 8.704; KN609: 10.812, 8.704; KN611: 10.812, 8.704; KN612: 10.812, 8.704","KN482: B1=4.41,B2=1.88,G1=0,G2=0; KN600: B1=0,B2=0,G1=0,G2=0; KN601: B1=11.77,B2=10.83,G1=0,G2=1; KN602: B1=6.2,B2=4.6,G1=6.65,G2=0.67; KN603: B1=2.08,B2=4.23,G1=3.69,G2=0.72; KN609: B1=0.98,B2=2.3,G1=0,G2=0; KN611: B1=1.66,B2=3.46,G1=0,G2=0; KN612: B1=0.87,B2=2.35,G1=0,G2=0","","Large Scale Testing 2012"
"BR1197M",2012,"SS","Borno",10.8692,12.8471,0,0,0,0,14.85,8.24333333333333,9.88,3,"BR1212M: 10.869, 12.847; BR1224M: 10.869, 12.847","BR1212M: B1=1.02,B2=6.98,G1=6.03,G2=0.82; BR1224M: B1=2.12,B2=7.76,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KB906M",2012,"NGS","Niger",10.9925,4.5212,11.03,12.61,3.47,1.27,28.38,21.6666666666667,22.94,3,"KB926M: 10.992, 4.521; KB929M: 10.992, 4.521","KB926M: B1=4.89,B2=15.26,G1=2.79,G2=0; KB929M: B1=9.95,B2=3.73,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KD806",2012,"NGS","Kaduna",10.9841,8.0602,4.49,6.42,4.33,0.64,15.88,15.88,15.88,1,NA,NA,"","Large Scale Testing 2012"
"KD800",2012,"NGS","Kaduna",11,8.24,1.89,2.87,0,0,15.89,10.325,10.325,2,"KD800: 11.28, 7.418; KD805: 11, 8.24","KD800: B1=2.99,B2=2.02,G1=0,G2=0; KD805: B1=3.61,B2=4.94,G1=6.43,G2=0.91","","Large Scale Testing 2012"
"GM1003M",2012,"SS","Gombe",11.0968,11.3346,0,0,0,0,0,0,0,3,"GM1010M: 11.097, 11.335; GM995M: 11.097, 11.335","GM1010M: B1=0,B2=0,G1=0,G2=0; GM995M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"BR1207M",2012,"SS","Borno",11.0897,13.6884,23.94,2.71,2.14,1.73,30.52,10.1733333333333,0,3,"BR1230M: 11.09, 13.688; BR1232M: 11.09, 13.688","BR1230M: B1=0,B2=0,G1=0,G2=0; BR1232M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KB899M",2012,"NGS","Kebbi",11.0655,5.5965,23.44,3.93,8.71,0.66,36.74,30.6266666666667,35.37,3,"KB921M: 11.066, 5.596; KB934M: 11.066, 5.596","KB921M: B1=4.52,B2=3.3,G1=8.98,G2=2.97; KB934M: B1=16.81,B2=2.23,G1=15.09,G2=1.24","","NAFDAC Market Survey Sample 2012"
"KD001",2012,"NGS","Kaduna",11.0549,7.1965,2.13,4.53,1.63,0.48,76.94,16.430625,6.76,16,"KD002: 11.055, 7.197; KD004: 11.055, 7.197; KD005: 11.055, 7.197; KD006: 11.055, 7.197; KD007: 11.055, 7.197; KD009: 11.055, 7.197; KD010: 11.055, 7.197; KD011: 11.055, 7.197; KD014: 11.055, 7.197; KD015: 11.055, 7.197; KD020: 11.055, 7.197; KD021: 11.055, 7.197; KD023: 11.055, 7.197; KD026: 11.055, 7.197; KD029: 11.055, 7.197","KD002: B1=3.32,B2=1.55,G1=0,G2=0; KD004: B1=0.67,B2=3.47,G1=1.62,G2=0.51; KD005: B1=52.7,B2=11.29,G1=2.57,G2=0; KD006: B1=3.53,B2=1.85,G1=0,G2=0; KD007: B1=18.8,B2=3.9,G1=1.37,G2=1.09; KD009: B1=3.77,B2=3.45,G1=0,G2=0; KD010: B1=64.13,B2=12.81,G1=0,G2=0; KD011: B1=0.83,B2=1.36,G1=0,G2=0; KD014: B1=0.71,B2=2.62,G1=0,G2=0; KD015: B1=7.08,B2=9.68,G1=2.22,G2=0.6; KD020: B1=2.44,B2=3.84,G1=0,G2=0; KD021: B1=5.64,B2=3.58,G1=0,G2=0; KD023: B1=0,B2=0,G1=0,G2=0; KD026: B1=8.19,B2=5.78,G1=2.58,G2=0; KD029: B1=1.28,B2=3.31,G1=0,G2=0","","Large Scale Testing 2012"
"BA1112M",2012,"SS","Bauchi",11.0716,9.5729,0,0,0,0,12.3,5.94666666666667,5.54,3,"BA1139M: 11.072, 9.573; BA1141M: 11.072, 9.573","BA1139M: B1=4.2,B2=1.34,G1=0,G2=0; BA1141M: B1=3.32,B2=1.05,G1=5.94,G2=1.99","","NAFDAC Market Survey Sample 2012"
"BR1209M",2012,"SS","Borno",11.1561,12.7566,0,0,0,0,45.71,15.2366666666667,0,3,"BR1216M: 11.156, 12.757; BR1241M: 11.156, 12.757","BR1216M: B1=1.8,B2=2.12,G1=32.04,G2=9.75; BR1241M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KD807M",2012,"NGS","Kaduna",11.1766,7.6765,3.07,7.71,12.8,0.67,85.61,22.4283333333333,9.58,6,"KD824M: 11.177, 7.676; KD837M: 11.177, 7.676; KD840M: 11.177, 7.676; KD844M: 11.177, 7.676; KD849M: 11.177, 7.676","KD824M: B1=1.76,B2=0.63,G1=0,G2=0; KD837M: B1=33.86,B2=1.84,G1=48.52,G2=1.39; KD840M: B1=7.21,B2=1.15,G1=0,G2=0; KD844M: B1=0.79,B2=2.37,G1=0,G2=0; KD849M: B1=4.42,B2=6.38,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KD815M",2012,"NGS","Kaduna",11.1047,7.7207,1.55,1.6,1.9,1.15,16.86,12.9666666666667,15.84,3,"KD819M: 11.105, 7.721; KD834M: 11.105, 7.721","KD819M: B1=4.6,B2=1.57,G1=7.16,G2=2.51; KD834M: B1=10.71,B2=2.68,G1=2.54,G2=0.93","","NAFDAC Market Survey Sample 2012"
"809",2012,"NGS","Kaduna",11.1788,8.2268,2.98,2.39,3.97,2.3,199.61,13.2841379310345,6.92,29,"Pam01: 11.179, 8.227; Pam06: 11.179, 8.227; Pam07: 11.179, 8.227; Pam08: 11.179, 8.227; Pam09: 11.179, 8.227; Pam10: 11.179, 8.227; Pam11: 11.179, 8.227; Pam12: 11.179, 8.227; Pam15: 11.179, 8.227; Pam16: 11.179, 8.227; Pam18: 11.179, 8.227; Pam20: 11.179, 8.227; Pam21: 11.179, 8.227; Pam24: 11.179, 8.227; Pam27: 11.179, 8.227; Pam29: 11.179, 8.227; Pam38: 11.179, 8.227; Pam47: 11.179, 8.227; Pam48: 11.179, 8.227; Pam49: 11.179, 8.227; Pam50: 11.179, 8.227; Pam52: 11.179, 8.227; Pam53: 11.179, 8.227; Pam54: 11.179, 8.227; Pam55: 11.179, 8.227; Pam57: 11.179, 8.227; Pam61: 11.179, 8.227; Pam62: 11.179, 8.227","Pam01: B1=4.58,B2=0,G1=11.85,G2=2.58; Pam06: B1=1.47,B2=1.8,G1=2.23,G2=2.4; Pam07: B1=5.2,B2=1.18,G1=0,G2=0; Pam08: B1=10.67,B2=0.93,G1=0,G2=1.25; Pam09: B1=0.79,B2=1.56,G1=0,G2=0; Pam10: B1=0,B2=0,G1=0,G2=0; Pam11: B1=0,B2=0,G1=0,G2=0; Pam12: B1=0,B2=0,G1=0,G2=0; Pam15: B1=2.13,B2=5.03,G1=0,G2=0; Pam16: B1=0,B2=0,G1=0,G2=0; Pam18: B1=0,B2=0,G1=0,G2=0; Pam20: B1=0,B2=0,G1=0,G2=0; Pam21: B1=108.57,B2=30.31,G1=53.45,G2=7.28; Pam24: B1=0,B2=0,G1=0,G2=0; Pam27: B1=4,B2=3.02,G1=1.64,G2=2.39; Pam29: B1=2.08,B2=3.38,G1=1.77,G2=0; Pam38: B1=7.04,B2=2.48,G1=5.22,G2=1.04; Pam47: B1=0,B2=9.11,G1=0,G2=0; Pam48: B1=1.65,B2=1.38,G1=0,G2=0; Pam49: B1=1.07,B2=1.11,G1=2.85,G2=1.89; Pam50: B1=5.51,B2=7.89,G1=0,G2=0; Pam52: B1=0,B2=0,G1=0,G2=0; Pam53: B1=0.64,B2=4.73,G1=0,G2=0.85; Pam54: B1=0.58,B2=3.82,G1=4.23,G2=0.75; Pam55: B1=5.77,B2=0,G1=0,G2=0; Pam57: B1=10.53,B2=3.23,G1=2.27,G2=1.57; Pam61: B1=7.62,B2=5.23,G1=0,G2=0; Pam62: B1=0,B2=0,G1=0,G2=0","","Large Scale Testing 2012"
"KN700",2012,"SS","Kano",11.2497,8.4047,1.38,1.99,0,0,23.73,7.71235294117647,6.02,17,"KN701: 11.25, 8.405; KN702: 11.25, 8.405; KN703: 11.25, 8.405; KN704: 11.25, 8.405; KN705: 11.25, 8.405; KN706: 11.25, 8.405; KN707: 11.25, 8.405; KN708: 11.25, 8.405; KN709: 11.25, 8.405; KN712: 11.25, 8.405; KN713: 11.25, 8.405; KN714: 11.25, 8.405; KN715: 11.25, 8.405; KN717: 11.25, 8.405; KN718: 11.25, 8.405; KNN712: 11.25, 8.405","KN701: B1=0.78,B2=3.4,G1=1.8,G2=0; KN702: B1=1.94,B2=4.46,G1=0,G2=0; KN703: B1=1.42,B2=4.77,G1=2.25,G2=0; KN704: B1=7.31,B2=1.4,G1=4.71,G2=2.14; KN705: B1=1.43,B2=2.86,G1=18.71,G2=0.72; KN706: B1=10.52,B2=9.2,G1=0,G2=0; KN707: B1=0,B2=0,G1=0,G2=0; KN708: B1=0.91,B2=1.06,G1=1.51,G2=2.54; KN709: B1=1.63,B2=4.16,G1=0,G2=0; KN712: B1=0,B2=0,G1=0,G2=0; KN713: B1=2.89,B2=0,G1=0,G2=0; KN714: B1=1.59,B2=1.04,G1=6.88,G2=0; KN715: B1=3.17,B2=7.54,G1=0,G2=0; KN717: B1=2.33,B2=2.41,G1=0,G2=0; KN718: B1=0,B2=0,G1=0,G2=0; KNN712: B1=5.13,B2=3.11,G1=0,G2=0","","Large Scale Testing 2012"
"BA1134M",2012,"SS","Bauchi",11.314,10.4652,0,0,0,0,2.83,0.943333333333333,0,3,"BA1148M: 11.314, 10.465; BA1149M: 11.314, 10.465","BA1148M: B1=1.12,B2=1.71,G1=0,G2=0; BA1149M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KT741M",2012,"NGS","Katsina",11.3267,7.0714,6.62,0,0,0,13.39,10.005,10.005,2,"KT760M: 11.327, 7.071","KT760M: B1=4.66,B2=3.92,G1=4.81,G2=0","","NAFDAC Market Survey Sample 2012"
"KD003",2012,"NGS","Kaduna",11.2802,7.4179,3.82,1.19,1.74,0,6.75,5.88,5.88,2,"KD800: 11, 8.24; KD800: 11.28, 7.418","KD800: B1=1.89,B2=2.87,G1=0,G2=0; KD800: B1=2.99,B2=2.02,G1=0,G2=0","","Large Scale Testing 2012"
"KD810M",2012,"NGS","Kaduna",11.2643,7.7634,0,0,0,0,9.19,3.80666666666667,2.23,3,"KD826M: 11.264, 7.763; KD839M: 11.264, 7.763","KD826M: B1=8.07,B2=1.12,G1=0,G2=0; KD839M: B1=0.63,B2=1.6,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"Pam63",2012,"NGS","Kaduna",11.2667,8.1,0,0,0,0,38.82,11.66,3.74,5,"Pam70: 11.267, 8.1; Pam71: 11.267, 8.1; Pam72: 11.267, 8.1; Pam73: 11.267, 8.1","Pam70: B1=2.9,B2=3.9,G1=30.79,G2=1.23; Pam71: B1=1.14,B2=2.59,G1=0,G2=0; Pam72: B1=1.14,B2=14.59,G1=0,G2=0; Pam73: B1=0,B2=0,G1=0,G2=0","","Large Scale Testing 2012"
"BA1117M",2012,"SS","Bauchi",11.3882,10.1973,0,0,0,0,0,0,0,3,"BA1132M: 11.388, 10.197; BA1140M: 11.388, 10.197","BA1132M: B1=0,B2=0,G1=0,G2=0; BA1140M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KB897M",2012,"NGS","Kebbi",11.3799,5.6458,6.1,2.15,8.81,9.86,26.92,15.31,11.23,3,"KB911M: 11.38, 5.646; KB923M: 11.38, 5.646","KB911M: B1=4.07,B2=4.14,G1=3.02,G2=0; KB923M: B1=3.15,B2=1.61,G1=2.19,G2=0.83","","NAFDAC Market Survey Sample 2012"
"KT743M",2012,"NGS","Katsina",11.3907,7.2221,0,0,0,0,36.14,12.0466666666667,0,3,"KT756M: 11.391, 7.222; KT761M: 11.391, 7.222","KT756M: B1=7.48,B2=7.03,G1=10.97,G2=10.66; KT761M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KD831M",2012,"SS","Kaduna",11.3766,7.8803,12.03,4.31,2.29,6.84,25.47,15.2466666666667,14.35,3,"KD833M: 11.377, 7.88; KD841M: 11.377, 7.88","KD833M: B1=4.07,B2=2.59,G1=4.93,G2=2.76; KD841M: B1=2.35,B2=1.48,G1=2.09,G2=0","","NAFDAC Market Survey Sample 2012"
"BA1126M",2012,"SS","Bauchi",11.4615,10.0457,0,0,0,0,5.16,1.72,0,3,"BA1133M: 11.461, 10.046; BA1146M: 11.461, 10.046","BA1133M: B1=2.93,B2=2.23,G1=0,G2=0; BA1146M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KB917M",2012,"NGS","Kebbi",11.4384,5.2319,0.85,3.44,2.64,2.58,14.44,9.50333333333333,9.51,3,"KB918M: 11.438, 5.232; KB924M: 11.438, 5.232","KB918M: B1=1.21,B2=3.35,G1=0,G2=0; KB924M: B1=3.21,B2=4.25,G1=5.82,G2=1.16","","NAFDAC Market Survey Sample 2012"
"BR1198M",2012,"SS","Borno",11.5246,12.5298,6.35,4.26,0,0,11.01,7.20666666666667,10.61,3,"BR1210M: 11.525, 12.53; BR1237M: 11.525, 12.53","BR1210M: B1=2.09,B2=8.92,G1=0,G2=0; BR1237M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KT753M",2012,"NGS","Katsina",11.5185,7.3129,24.14,5.13,11.5,5.27,46.04,23.02,23.02,2,"KT754M: 11.518, 7.313","KT754M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KT732M",2012,"SS","Katsina",11.5577,7.4246,0,0,0,0,23.26,7.75333333333333,0,3,"KT739M: 11.558, 7.425; KT757M: 11.558, 7.425","KT739M: B1=0,B2=0,G1=0,G2=0; KT757M: B1=5.05,B2=0,G1=11.7,G2=6.51","","NAFDAC Market Survey Sample 2012"
"KD801",2012,"SS","Katsina",11.5833,7.7167,0,0,0,0,10.85,5.425,5.425,2,"KD803: 11.583, 7.717","KD803: B1=4.03,B2=3.56,G1=2.37,G2=0.89","","Large Scale Testing 2012"
"BA1127M",2012,"SS","Bauchi",11.6779,10.7112,1.93,1.97,0,0,3.9,1.3,0,3,"BA1137M: 11.678, 10.711; BA1143M: 11.678, 10.711","BA1137M: B1=0,B2=0,G1=0,G2=0; BA1143M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KB913M",2012,"SS","Kebbi",11.7295,3.7121,4.91,2.3,2.21,1.63,26.02,15.5716666666667,14.595,6,"KB914M: 11.73, 3.712; KB915M: 11.73, 3.712; KB919M: 11.73, 3.712; KB925M: 11.73, 3.712; KB936M: 11.73, 3.712","KB914M: B1=4.98,B2=6.46,G1=4.91,G2=1.36; KB915M: B1=2.92,B2=4.22,G1=3.4,G2=0.94; KB919M: B1=4.37,B2=1.73,G1=12.05,G2=3.52; KB925M: B1=1.23,B2=4.27,G1=0,G2=0; KB936M: B1=24.04,B2=1.98,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KD804",2012,"SS","Katsina",11.72,7.7167,124.66,16.71,0,0,141.37,141.37,141.37,1,NA,NA,"","Large Scale Testing 2012"
"BA1116M",2012,"SS","Bauchi",11.6697,9.9283,0,0,0,0,0,0,0,3,"BA1118M: 11.67, 9.928; BA1150M: 11.67, 9.928","BA1118M: B1=0,B2=0,G1=0,G2=0; BA1150M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KB901M",2012,"SS","Kebbi",11.8103,4.3565,20.17,1.51,10.21,1.2,33.09,15.6533333333333,9.17,3,"KB928M: 11.81, 4.356; KB937M: 11.81, 4.356","KB928M: B1=0.97,B2=2.21,G1=1.4,G2=4.59; KB937M: B1=2.72,B2=1.98,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KT731M",2012,"SS","Katsina",11.7929,7.6168,0,0,0,0,112.82,37.6066666666667,0,3,"KT751M: 11.793, 7.617; KT758M: 11.793, 7.617","KT751M: B1=0,B2=0,G1=0,G2=0; KT758M: B1=25.41,B2=3.44,G1=32.31,G2=51.66","","NAFDAC Market Survey Sample 2012"
"BR1208M",2012,"SS","Borno",11.8311,13.151,0,0,0,0,11.38,3.79333333333333,0,3,"BR1217M: 11.831, 13.151; BR1219M: 11.831, 13.151","BR1217M: B1=1.76,B2=0,G1=8.74,G2=0.88; BR1219M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"BR1201M",2012,"SS","Katsina",11.83333333,7.219166667,0,0,0,0,0,0,0,1,NA,NA,"","NAFDAC Market Survey Sample 2012"
"BA1121M",2012,"SS","Bauchi",11.9343,10.1255,0,0,0,0,0,0,0,3,"BA1135M: 11.934, 10.126; BA1145M: 11.934, 10.126","BA1135M: B1=0,B2=0,G1=0,G2=0; BA1145M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KB912M",2012,"SS","Kebbi",11.9253,4.1834,7.52,4.89,4.06,2.58,24.3,17.14,19.05,3,"KB931M: 11.925, 4.183; KB932M: 11.925, 4.183","KB931M: B1=6.17,B2=1.9,G1=0,G2=0; KB932M: B1=2.41,B2=4.16,G1=14.99,G2=2.74","","NAFDAC Market Survey Sample 2012"
"KN02",2012,"SS","Kano",11.9171,7.9348,0,2.42,0,3.08,26.78,9.64392857142857,9.025,28,"KN03: 11.917, 7.935; KN05: 11.917, 7.935; KN07: 11.917, 7.935; KN10: 11.917, 7.935; KN11: 11.917, 7.935; KN13: 11.917, 7.935; KN15: 11.917, 7.935; KN17: 11.917, 7.935; KN20: 11.917, 7.935; KN21: 11.917, 7.935; KN25: 11.917, 7.935; KN70: 11.917, 7.935; KN71: 11.917, 7.935; KN72: 11.917, 7.935; KN73: 11.917, 7.935; KN74: 11.917, 7.935; KN75: 11.917, 7.935; KN76: 11.917, 7.935; KN77: 11.917, 7.935; KN78: 11.917, 7.935; KN79: 11.917, 7.935; KN80: 11.917, 7.935; KN81: 11.917, 7.935; KN82: 11.917, 7.935; KN83: 11.917, 7.935; KN85: 11.917, 7.935; KN86: 11.917, 7.935","KN03: B1=2.21,B2=12.46,G1=4.5,G2=0.69; KN05: B1=5.16,B2=2.71,G1=0,G2=0; KN07: B1=0.99,B2=7.79,G1=3.5,G2=1.08; KN10: B1=0,B2=1.2,G1=0,G2=0; KN11: B1=4.11,B2=3.21,G1=2.55,G2=1.16; KN13: B1=7.34,B2=8.52,G1=3.26,G2=0; KN15: B1=1.87,B2=5.19,G1=2.56,G2=0; KN17: B1=0,B2=0,G1=0,G2=0; KN20: B1=10.57,B2=2.41,G1=9.16,G2=4.64; KN21: B1=0,B2=0,G1=0,G2=0; KN25: B1=1.18,B2=1.3,G1=0,G2=0; KN70: B1=2.7,B2=2.87,G1=0,G2=1.68; KN71: B1=0,B2=2.28,G1=0,G2=0; KN72: B1=4.4,B2=7.59,G1=0,G2=0; KN73: B1=1.82,B2=0,G1=0,G2=0; KN74: B1=1.34,B2=1.64,G1=9.71,G2=0.37; KN75: B1=3.72,B2=0,G1=0,G2=0; KN76: B1=0,B2=0,G1=0,G2=0; KN77: B1=6.84,B2=4.03,G1=0,G2=1.68; KN78: B1=0,B2=3.38,G1=1.18,G2=0.91; KN79: B1=9.25,B2=1.92,G1=2.61,G2=1.12; KN80: B1=3.3,B2=4.77,G1=0,G2=0; KN81: B1=0.7,B2=4.26,G1=2.34,G2=1.13; KN82: B1=2.94,B2=5.5,G1=3.37,G2=1.26; KN83: B1=1.8,B2=2.84,G1=11.2,G2=0; KN85: B1=1.89,B2=4.88,G1=10.64,G2=0; KN86: B1=8.69,B2=2.22,G1=5.59,G2=0.85","","Large Scale Testing 2012"
"KN489",2012,"SS","Kano",11.9673,8.2472,1.31,1.92,0,0,3.23,3.23,3.23,1,NA,NA,"","Large Scale Testing 2012"
"KN1047M",2012,"SS","Kano",11.96,8.5007,3.7,1.58,8.41,6.64,20.33,13.93,15.93,3,"KN1048M: 11.96, 8.501; KN1049M: 11.96, 8.501","KN1048M: B1=12.06,B2=3.87,G1=0,G2=0; KN1049M: B1=1.96,B2=2.19,G1=1.38,G2=0","","NAFDAC Market Survey Sample 2012"
"KN1059M",2012,"SS","Kano",11.9768,8.5542,0,0,0,0,23,9.96666666666667,6.9,3,"KN1060M: 11.977, 8.554; KN1061M: 11.977, 8.554","KN1060M: B1=6.84,B2=0,G1=15.11,G2=1.05; KN1061M: B1=3.15,B2=2.64,G1=1.11,G2=0","","NAFDAC Market Survey Sample 2012"
